content,category
"Cựu đại sứ Mỹ tố chính quyền Trump 'quỵt tiền', ông Pompeo nói vụ kiện 'lố bịch' TTO - Gordon Sondland, cựu đại sứ Mỹ tại EU, cáo buộc cựu ngoại trưởng Mike Pompeo và chính quyền liên bang không trả tiền chi phí luật sư như đã hứa. Đáp lại, ông Pompeo nói đây là vụ kiện lố bịch và tin rằng tòa sẽ bác ngay lập tức. Sondland, một doanh nhân tại thành phố Seattle (bang Washington), được bổ nhiệm làm đại sứ Mỹ tại Liên minh châu Âu sau khi quyên góp 1 triệu USD để tổ chức lễ nhậm chức của tổng thống Trump. Trong đơn kiện ngày 24-5, ông Sondland cho biết cựu ngoại trưởng Pompeo đã gặp và thông báo rằng chính phủ sẽ không thể cung cấp luật sư nếu ông ra làm chứng trước Quốc hội. Tuy nhiên, ông Pompeo hứa hẹn Bộ Ngoại giao Mỹ sẽ hoàn lại tất cả chi phí thuê luật sư sau khi mọi chuyện kết thúc. Tin tưởng vào cam kết này và lo sợ có thể đối mặt nhiều rắc rối pháp lý, ông Sondland đã thuê luật sư riêng và tiêu tốn khá nhiều tiền cho việc này. ""Sau khi biết được lời khai của tôi trước Quốc hội, những lời hoàn toàn trung thực và thẳng thắn nhưng gây khó chịu cho chính quyền Trump, Pompeo đã từ chối thực hiện lời hứa của mình"", ông Sondland nêu trong đơn kiện. nhấn mạnh cựu ngoại trưởng không hề ""mớm"" lời khai hoặc biết trước ông Sondland sẽ khai gì tại Quốc hội.",Công nghệ
Hợp tác chiến lược giữa FPT và Base.vn TTO - Một thương vụ hợp tác đang gây sự chú ý trong giới công nghệ Việt Nam: hợp tác chiến lược giữa FPT và Base.vn.,Công nghệ
"Bộ Tài chính bác nâng lô tối thiểu lên 1.000 cổ phiếu TTO - Chiều 9-3, Bộ Tài chính có buổi làm việc với Tập đoàn FPT để thảo luận phương án xử lý tình trạng nghẽn lệnh trên sàn giao dịch chứng khoán TP.HCM (HOSE). Buổi họp tiến hành theo chỉ đạo của Thủ tướng Nguyễn Xuân Phúc. Một trong ba giải pháp do Bộ Tài chính xây dựng được cho là khá phù hợp với phương án của FPT đã được các bên liên quan phân tích, đánh giá và bàn giải pháp thực hiện. tình trạng tắc nghẽn giao dịch trên sàn HOSE mà không tốn ngân sách. Thủ tướng đã chỉ đạo Bộ Tài chính sớm giải quyết nhanh đề xuất này.",Công nghệ
"Virus corona đã ‘xuyên thủng’ nhiều hình mẫu chống dịch ở châu Á TTO - Với tỉ lệ lây nhiễm đang tăng ở nhiều nơi như Singapore, Thái Lan và đảo Đài Loan, Hãng tin Bloomberg (Mỹ) ngày 30-5 chạy dòng tít: ""Câu hỏi lớn: Có phải châu Á đang thất bại trong cuộc chiến với COVID-19?"".",Công nghệ
"FPT Play Box+ 2020 giới thiệu một loạt tiện ích mới Sản phẩm FPT Play Box+ 2020 cùng với 3 nâng cấp tối ưu về phần cứng, hệ điều hành và các ứng dụng tiện ích kèm theo, hứa hẹn sẽ trở thành một trợ lý thông minh của gia đình Việt. Sản phẩm là thiết bị TV Box tiên phong ở khu vực Đông Nam Á sử dụng hệ điều hành Android TV 10 chính chủ từ Google, giúp người dùng có thể tìm kiếm nội dung và điều khiển thiết bị thông qua giọng nói. Ngoài ra sản phẩm còn tích hợp thêm nhiều chức năng hiện đại như Chromecast, trợ lý ảo Google Assistant, nền tảng mua hàng trên TV Shopping TV, ứng dụng điều khiển nhà thông minh Rogo kết hợp cùng với kho nội dung giải trí đa dạng giúp nâng tầm trải nghiệm của cả gia đình. Là sản phẩm của tập đoàn công nghệ hàng đầu Việt Nam, FPT Play Box+ 2020 được kỳ vọng sẽ thay thế các dịch vụ truyền hình truyền thống hiện nay, vươn lên trở thành thiết bị truyền hình điều khiển giọng nói không thể thiếu trong mỗi gia đình. Nâng cấp Chip WiFi Broadcom 6398S giúp tăng công suất phát cùng thiết kế 2 ăngten WiFi rời giúp bắt sóng tốt hơn, phát huy tối đa ưu thế kết nối không dây. Điều khiển của trong FPT Play Box+ 2020 được thiết kế thêm 2 nút bấm vật lý giúp người dùng có thể truy cập nhanh vào 2 ứng dụng Shopping TV (nền tảng mua sắm trực tuyến trên TV đầu tiên tại Việt Nam) và Rogo (giải pháp kết nối và điều khiển các thiết bị Smart Home). Các tiện ích nổi bật:",Công nghệ
"Các tập đoàn tư nhân chung tay giải quyết nghẽn lệnh cho HoSE Cuối tuần trước, Thủ tướng Nguyễn Xuân Phúc đã gặp mặt các doanh nhân, trí thức tiêu biểu tại sự kiện ""Đối thoại 2045” để cùng thảo luận xây dựng một Việt Nam hùng cường, một quốc gia phát triển, thu nhập cao vào năm 2045.",Công nghệ
"Tổng giám đốc FPT: 'Trong năm COVID khó khăn, tinh thần FPT càng vững mạnh vượt bậc' 'Với kết quả đạt được của năm 2020, niềm tin và sự thay đổi mang tính thời điểm cùng sức trẻ và sự sáng tạo đoàn kết, sát cánh tập trung cho công việc, chúng tôi cam kết đạt mục tiêu doanh thu và lợi nhuận đặt ra của năm 2021'. Đây là chia sẻ của ông Nguyễn Văn Khoa - tổng giám đốc FPT - tại Đại hội đồng cổ đông thường niên 2021 được tổ chức ngày 8-4-2021 theo hình thức trực tuyến thích ứng với bình thường mới. Năm 2021, tập đoàn này đặt kế hoạch tăng trưởng bền vững với doanh thu tăng 16,4% và lợi nhuận trước thuế tăng 18%, đồng thời tiếp tục đảm bảo tỉ lệ chi trả cổ tức bằng tiền mặt ở mức 20%, trong bối cảnh COVID-19 chưa hoàn toàn được kiểm soát.",Công nghệ
"Truyền hình FPT gia hạn ưu đãi đến hết 31/05 Truyền hình FPT sẽ tiếp tục gia hạn chương trình tri ân 'Giải trí tại gia - ai cũng có quà' cho những khách hàng đang sử dụng dịch vụ của Truyền hình FPT đến hết 31/05/2020. Trong thời gian triển khai chương trình ""Giải trí tại gia - ai cũng có quà"", Truyền hình FPT đã nhận được những phản hồi rất tích cực về chất lượng dịch vụ. Theo thống kê nội bộ, tỷ lệ người xem Truyền hình FPT gia tăng trong những ngày giãn cách xã hội, đặc biệt là ở nhóm kênh Đặc Sắc. Bên cạnh đó, các phim chiếu rạp đặc sắc được tặng miễn phí hàng tuần cũng nhận được sự quan tâm theo dõi của nhiều khán giả yêu phim. Nội dung chương trình ""Giải trí tại gia - ai cũng có quà"" vẫn sẽ giữ nguyên 16 kênh trong gói Đặc Sắc, và mỗi tuần 1 bộ phim chiếu rạp có phí. Cụ thể, mỗi hợp đồng sẽ được các ưu đãi chi tiết sau đây: - Tặng thêm tất cả khách hàng mỗi tuần 1 bộ phim chiếu rạp có phí với nội dung lôi cuốn, hấp dẫn, được đề cử bộ phim đáng xem nhất. Chia sẻ thêm về việc gia hạn chương trình tri ân, bà Tô Nam Phương - Giám đốc Trung tâm Dịch vụ Truyền hình FPT nói: ""Thấu hiểu tâm lý khách hàng, gia hạn món quà tri ân gửi tới hàng triệu khách hàng là hành động thiết thực từ Truyền hình FPT chung tay cùng đẩy lùi dịch bệnh. Những kênh giải trí sinh động đa sắc màu, những bộ phim lôi cuốn nhất, những chương trình thực tế vui nhộn sẽ mang lại giây phút thoải mái, thư giãn, tràn đầy tiếng cười tại nhà của Quý khách hàng"".",Công nghệ
"CEO Facebook, Google và Twitter điều trần dài 5 tiếng trước Hạ viện Mỹ TTO - Chiều 25-3, tổng giám đốc điều hành (CEO) của ba công ty công nghệ lớn gồm CEO Twitter Jack Dorsey, CEO Facebook Mark Zuckerberg và CEO Google Sundar Pichai đã điều trần với các nhà lập pháp Mỹ.",Công nghệ
"Google chịu trả tiền cho truyền thông Ý TTO - Tập đoàn Google đã chốt những thỏa thuận bản quyền đầu tiên cùng một số đơn vị xuất bản tin tức của Ý, mở đường cho thông tin của những hãng này xuất hiện trên nền tảng tin tức Showcase của Google.",Công nghệ
"4 nghị sĩ Mỹ trình dự luật bắt Google, Facebook trả tiền cho báo chí TTO - Hai thượng nghị sĩ Amy Klobuchar, John Kennedy và các dân biểu David Cicilline, Ken Buck vừa trình dự luật yêu cầu Facebook, Google trả tiền cho báo chí.",Công nghệ
"FPT sẽ xử lý 'nghẽn lệnh' trên sàn chứng khoán như thế nào? TTO - Đại diện FPT cho biết đã có phương án xử lý tình trạng nghẽn lệnh trên sàn thuộc Sở giao dịch chứng khoán TP.HCM (HOSE), nếu giao nhiệm vụ sẽ triển khai hệ thống thay thế tạm thời, 3 tháng hoàn thành. Ông Dương Dũng Triều, chủ tịch hội đồng thành viên Công ty Hệ thống thông tin FPT, nhận định v iệc triển khai và hoàn thiện một hệ thống giao dịch chứng khoán là rất phức tạp, tốn nhiều thời gian và đảm bảo tính chính xác cũng như độ bền bỉ rất cao. Tuy vậy, ""nếu được trao nhiệm vụ, chúng tôi sẵn sàng phối hợp các đơn vị trong nước để giải quyết tình trạng nghẽn lệnh cho hệ thống giao dịch chứng khoán của HOSE"", ông Triều cho biết. Theo đó, nếu được tạo điều kiện, với sự hỗ trợ, sự hợp tác của các công ty chứng khoán, các bên liên quan và trong bối cảnh thuận lợi nhất, FPT có thể cùng HOSE hoàn thành trong khoảng thời gian 3 tháng kể từ khi chính thức bắt tay vào triển khai. việc xử lý hiện tượng nghẽn lệnh trên HOSE hiện nay có thể xử lý bằng 2 cách, gồm r à soát phần mềm hiện tại để xử lý kỹ thuật và t riển khai hệ thống thay thế tạm thời cho đến khi hệ thống chính thức của Sở giao dịch chứng khoán Hàn Quốc ( KRX) vận hành chính thức. Theo ông Triều, FPT nghiêng về cách thứ 2 vì p hương án này sẽ đáp ứng tốt hơn về tính chủ động trong công nghệ, sự an toàn cho hệ thống hiện tại vẫn đang giao dịch hằng ngày, cũng như các quy định về pháp lý. Ông Triều bày tỏ tin tưởng các công ty phần mềm trong nước tương lai có thể đảm nhận việc cung cấp dịch vụ công nghệ thông tin cho thị trường tài chính Việt Nam.",Công nghệ
"FPT Telecom nhận giải thưởng 'Chất lượng dịch vụ được Khách hàng hài lòng nhất' Công ty cổ phần viễn thông FPT (FPT Telecom) đã được IDG Việt Nam và Hội Vô tuyến Điện tử Việt Nam vinh danh, trao giải 'Nhà cung cấp dịch vụ viễn thông tiêu biểu về Chất lượng chăm sóc khách hàng băng thông rộng cố định'. Trong khuôn khổ sự kiện thường niên World Mobile Broadband & ISP Summit 2021 diễn ra ngày 25-3-2021 tại Hà Nội, do Tập đoàn dữ liệu quốc tế IDG Vietnam phối hợp với Hội Vô tuyến Điện tử Việt Nam (REV) tổ chức, Hội đồng đánh giá đã công bố kết quả chương trình Khảo sát mức độ hài lòng của người sử dụng dịch vụ viễn thông. Giải thưởng nhằm tìm kiếm và tôn vinh các nhà mạng, các đơn vị cung cấp đường truyền Internet cố định tại Việt Nam có dịch vụ, sản phẩm viễn thông tiêu biểu được Khách hàng hài lòng nhất.",Công nghệ
"Thượng viện Úc thông qua luật bắt Facebook, Google trả tiền báo chí TTO - Cuối ngày 24-2, dự luật bắt các công ty Internet như Facebook, Google phải trả tiền cho nội dung báo chí xuất hiện trên nền tảng của họ đã vượt qua cửa ải lớn cuối cùng tại Úc.",Công nghệ
"Sau Úc, nhiều nước sắp ra luật yêu cầu Facebook, Google trả tiền cho báo chí TTO - Sau Úc và có thể là Canada, đến lượt các nước châu Âu là Thụy Điển và Đan Mạch chuẩn bị đưa ra luật mới cho phép các hãng tin đòi tiền khi nội dung báo chí của họ được chia sẻ trên các mạng xã hội. ""Những thay đổi mà chính phủ đã thực hiện là những điều không quan trọng lắm hoặc chỉ là để làm rõ những điều mà ít nhất trong suy nghĩ của Facebook, là không rõ ràng. Dù họ nói gì thì họ vẫn cần tin tức. Nó giữ mọi người trên nền tảng của họ lâu hơn và họ kiếm được nhiều tiền hơn"", Hãng tin Reuters ngày 24-2 dẫn lời ông Sims, chủ tịch Ủy ban tiêu dùng và cạnh tranh Úc (ACCC), người đứng đầu ban soạn thảo đạo luật đàm phán truyền thông, cho biết.",Công nghệ
"Facebook khôi phục tin tức tại Úc, đang thỏa thuận trả tiền cho báo chí Canada TTO - Mạng xã hội Facebook hôm nay 26-2 đã khôi phục các nội dung tin tức trên nền tảng này tại Úc sau khi đạt được thỏa thuận với Chính phủ Úc về luật trả tiền báo chí. Theo Hãng tin AFP, từ sáng sớm nay 26-2, trang Facebook của các hãng thông tấn, báo chí Úc đã có thể cập nhật nội dung tin tức trở lại. . Đây là những công ty truyền thông có nhiều ấn phẩm khác nhau, từ tuần báo, tạp chí trực tuyến, cho tới các tạp chí chuyên ngành.",Công nghệ
"Ứng viên trẻ 'né' Facebook sau bê bối dữ liệu Cambridge Analytica? TTO - Nguồn nhân lực trẻ đang từ chối cơ hội làm việc tại Facebook vì vụ bê bối dữ liệu Cambridge Analytica khiến công ty này lao đao tìm nhân tài, theo CNBC ngày 17-5. Sau một năm, vẫn gặp không ít rắc rối sau vụ bê bối . ỉ lệ sinh viên tốt nghiệp các trường đại học lớn nhận cơ hội việc làm tại Facebook đã giảm từ trung bình 85% trong năm học 2017-2018, xuống còn 35-55% vào tháng 12-2018. Những trường đại học nêu trên bao gồm cả Stanford, Carnegie Mellon hay các đại học thuộc hệ Ivy League khác. Facebook thường hỏi ứng viên những câu hỏi hóc búa về cách tiếp cận quyền riêng tư của hãng. Giờ thì họ mất các ứng viên của mình vào tay những doanh nghiệp lớn khác như Google, Microsoft và Amazon. Các nhân viên cũ của Facebook nhận xét những công ty này có thể cung cấp mức phúc lợi ngang ngửa Facebook nhưng ít bê bối hơn nhiều.",Công nghệ
"Thành viên Tổ Thông tin đáp ứng nhanh nhận bằng khen của Thủ tướng TTO - Lễ trao bằng khen của Thủ tướng Chính phủ cho một số thành viên của Tổ Thông tin đáp ứng nhanh phục vụ phòng chống dịch (Ban Chỉ đạo quốc gia phòng, chống dịch COVID-19) diễn ra trong không khí trang nghiêm, xúc động. Chiều 22-5, Phó thủ tướng Vũ Đức Đam làm việc với Tổ Thông tin đáp ứng nhanh phòng, chống dịch COVID-19 (Ban Chỉ đạo quốc gia phòng, chống dịch COVID-19).",Công nghệ
"Buộc Facebook, Google trả phí cho báo chí: Việt Nam cần có lộ trình hành động TTO - Các nền tảng xuyên biên giới, những ""gã khổng lồ"" công nghệ phải chia sẻ nguồn thu với báo chí khi khai thác nội dung báo chí. Và báo chí VN cũng không nên ngồi im mà phải có lộ trình hành động, nhưng cần có sự hậu thuẫn của cơ quan chức năng.",Công nghệ
"Úc 'đấu trí' với Facebook và Google, các báo nhỏ khổ sở TTO - Cuộc ‘đấu trí’ giữa Úc với các ‘ông lớn’ công nghệ đang nóng hơn bao giờ hết. Facebook hạn chế tin tức tại Úc, trong khi Úc thuyết phục được Google trả hàng triệu USD cho tin tức. ""gã khổng lồ"" News Corporation có thể thu về khoản tiền lớn. Và dù cho Facebook hay Google hạn chế các dịch vụ tin tức tại Úc, News Corporation vẫn nhận được hỗ trợ từ phía các kênh truyền hình, đài phát thanh và những tờ báo mà họ sở hữu. Trong khi đó, các hãng báo chí độc lập và nhỏ lẻ sẽ khó thu lợi và mất đi mạng lưới chia sẻ tin tức trên Facebook và Google. Trong khi đó, Bộ Tư pháp Mỹ đã khởi kiện Google vi phạm luật chống độc quyền vào tháng 10-2020.",Công nghệ
"Facebook cam kết đầu tư 1 tỉ USD cho báo chí TTO - Sau căng thẳng với Chính phủ Úc về việc trả tiền để sử dụng nội dung báo chí, mạng xã hội Mỹ thông báo khoản tiền 1 tỉ USD sẽ được đầu tư vào lĩnh vực tin tức trong 3 năm, khẳng định luôn ủng hộ báo chí chất lượng.",Công nghệ
"Facebook, Instagram chặn vô thời hạn các tài khoản của quân đội Myanmar TTO - Mạng xã hội Facebook và Instagram (thuộc Facebook) vừa công bố chặn ngay lập tức các tài khoản thuộc quản lý của quân đội Myanmar trên hai nền tảng này. rong thông báo cuối ngày 24-2 (giờ Mỹ), : ""Quân đội Myanmar bị cấm trên Facebook và Instagram ngay lập tức"". mạng xã hội này đã bị lợi dụng để phát tán các thông tin thù địch ở Myanmar.",Công nghệ
"Nộp thay thuế cho Google, Facebook, Amazon: Ngân hàng lo quá tải và rủi ro TTO - Các ngân hàng thương mại, tổ chức cung ứng dịch vụ trung gian thanh toán có trách nhiệm kê khai, nộp vào ngân sách số tiền đã khấu trừ, nộp thay nghĩa vụ thuế phải nộp của các nhà cung cấp ở nước ngoài như Google, Facebook, Amazon... Đây là một trong những nội dung đáng chú ý trong dự thảo thông tư hướng dẫn thi hành một số điều của nghị định 126 đang được Bộ Tài chính đưa ra lấy ý kiến. Theo đó, các trang mạng nước ngoài là Google, Facebook, Amazon, Apple... phải có nghĩa vụ đăng ký, kê khai và nộp thuế khi bán hàng, cung cấp dịch vụ ở Việt Nam. Nếu các mạng này không nộp thuế khi bán hàng cho các cá nhân tại , ngân hàng (NH), trung gian thanh toán sẽ phải khấu trừ và nộp thay tiền thuế. thông tin. rất lớn.",Công nghệ
"Sủng Cỏ thiên đường hoang sơ nơi cửa vịnh Đà Nẵng TTO - Nằm biệt lập với một bên là núi rừng Hải Vân và một bên là vịnh Đà Nẵng, bãi biển Sủng Cỏ, phường Hòa Hiệp Bắc, quận Liên Chiểu, Đà Nẵng vẫn còn là một bí ẩn với nhiều người.",Du lịch
"Bánh trứng thời nghèo khó Dan Bing bỗng len lỏi khắp ngóc ngách Đài Loan? TTCT - Chiếc bánh trứng thời nghèo khó Dan Bing đã trở thành một ẩn dụ về tinh thần sáng tạo không ngừng của người Đài Loan trong hành trình thiết lập một nhận diện văn hóa thật sự cho riêng mình. Tất cả dần dà tạo ra một nhận diện mới về văn hóa ăn sáng của người Đài Loan. Hiện nay, ngành ẩm thực Đài Loan nổi tiếng với chuỗi quán ăn sáng trải dài khắp hòn đảo như Mei&Mei, My Warm Day (MWD), Laya Burger, Hong Ya Hamburger, Xia Shang Bao JSP...",Du lịch
"Chò nâu khoe sắc, xoay tít như chong chóng giữa Sài Gòn TTO - Tháng 5, vào mùa hoa chò. Những bông hoa từ màu xanh tươi chuyển sang nâu, gặp một cơn gió nhẹ lại xoay tít trên không trung làm người Sài Gòn như được dịp trở về với tuổi thơ.",Du lịch
"Du lịch miền Trung phải bắt tay nhau để cùng thắng TTO - Diễn đàn ""Liên kết phát triển du lịch giữa TP.HCM, Hà Nội và các tỉnh, thành phố vùng kinh tế trọng điểm miền Trung"" diễn ra chiều nay 27-11 tại Quảng Nam. Theo các chuyên gia, ngoài chuyện thiếu vắng du khách quốc tế - nguồn khách chủ lực của thị trường du lịch miền Trung do bị ảnh hưởng của dịch COVID-19, việc thiếu liên kết chặt chẽ với các thị trường khách lớn như Hà Nội và TP.HCM cũng là yếu tố khiến cho du lịch miền Trung chậm phục hồi, bởi chưa thu hút được nguồn du khách nội địa Vừa trở về từ các tỉnh Tây Bắc, ông Lê Ngọc Thuận - phó chủ tịch Hiệp hội du lịch Quảng Nam, cho biết không khí du lịch tại những địa phương này khá sôi động, khác hẳn với  cảnh vắng vẻ tại Hội An thời gian gần đây. ""Khách đoàn, đặc biệt là các nhóm trẻ, công chức từ các nơi đổ về các điểm du lịch khu vực Tây Bắc rất đông. Lẽ ra nguồn khách này sẽ được chia sẻ nếu các doanh nghiệp ở Hội An biết kết hợp và làm ăn với các tỉnh thành lớn"", ông Thuận nói. Trước đó, sau khi lũ rút, các chương trình đã có thương hiệu của Hội An như ""Phố dành cho người đi bộ và xe không động cơ"", ""Phố đêm"", hoạt động hướng dẫn tham quan khu phố cổ Hội An và các làng nghề truyền thống đã được đồng loạt mở cửa trở lại. Chợ phiên Tân Thành với hàng chục gian hàng đã bắt đầu nhóm họp trở lại từ 21-11. UBND TP Hội An cũng đưa ra chính sách ưu đãi giảm 50% giá vé tham quan khu phố cổ Hội An áp dụng  đến hết tháng 3-2021. Ông Cao Trí Dũng - chủ tịch Hiệp hội Du lịch Đà Nẵng, cho rằng cách làm du lịch tại các tỉnh miền Trung phải thay đổi nếu muốn kéo khách trở lại. Không thể mãi quan niệm rằng miền Trung đẹp, nhiều di sản, văn hóa sâu, có giá trị để khách phải tự tìm tới. Khách tìm tới nhưng đầu mối trung gian ở đây chính là các doanh nghiệp đưa đón, thiết kế tour, là các hãng hàng không, sân bay, là tàu du lịch biển, ngành vận tải... ""Đại dịch đã lấy đi quá nhiều, đẩy doanh nghiệp vào thế nan giải chưa từng có, nhưng cũng là lúc để thay đổi và ngồi lại, bắt tay nhau để tất cả sẽ cùng thắng"" - ông Dũng nói, đồng thời cho biết nhiều doanh nghiệp du lịch lớn tại Đà Nẵng, các khu lưu trú sang trọng đang nỗ lực liên kết, chấp nhận chia sẻ lợi nhuận  để hướng đến mục đích chung là làm ấm lại bầu không khí du lịch. Ngày 24-11, Đà Nẵng đón đoàn 100 doanh nhân, chủ các doanh nghiệp hàng đầu Việt Nam tới để tham quan, trải nghiệm tại địa phương. Chương trình kết thúc bằng một lễ ký kết hợp tác rất lớn và sẽ có những thay đổi cho hoạt động du lịch thời gian tới. Khu du lịch Bà Nà Hill, Sunworld cũng ngồi lại ký kết hợp tác đưa đón khách với các hãng hàng không, các khu lưu trú lớn. Một lãnh đạo Sở Du lịch Thừa Thiên - Huế cho biết các chương trình kích cầu đang được khởi động lại với xu hướng lớn nhất là sự kết nối mang tính liên thông vùng, quốc gia. Tại miền Trung, chương trình hợp tác ""Ba địa phương một điểm đến"" đang lôi kéo sự tham gia của nhiều doanh nghiệp. ""Chúng ta không thể ngồi đợi khách tới, mà phải hỏi thăm nhau anh có cái gì, tôi có cái gì để rồi trưng ra bày biện mời khách tới. Khách giai đoạn này chủ yếu là khách nội địa, các đoàn tham quan nghỉ dưỡng quy mô hộ gia đình, hội nghị, hội họp nên tâm lý chung là trải nghiệm càng nhiều, dịch vụ vừa phải và ở càng dài thì càng tốt. Không doanh nghiệp nào đủ sức bao quát tất cả, nên ráp nối với nhau chính là cách cùng nhau chiến thắng"", vị lãnh đạo này nói.",Du lịch
Tiền đạo Văn Toàn: 'Chiến thắng sẽ giúp mọi người ở quê nhà có tinh thần mạnh hơn để chống dịch' TTO - Đó là chia sẻ của tiền đạo Văn Toàn trước buổi tập của tuyển Việt Nam tối 30-5.,Du lịch
"5 tỉnh miền Trung bắt tay Hà Nội, TP.HCM kéo khách đi du lịch trở lại TTO - Chiều 27-11, Diễn đàn liên kết phát triển du lịch miền Trung với Hà Nội, TP.HCM đã khai mạc tại khu phức hợp Hoiana, huyện Duy Xuyên, Quảng Nam với sự có mặt của khoảng 300 đại biểu.",Du lịch
"Du lịch phải 'nắm tay nhau cùng đi' TTO - Chiều 27-11, chữ ký của lãnh đạo các địa phương, cộng đồng doanh nghiệp đã được đặt vào các bản cam kết trước sự chứng kiến của hơn 300 doanh nghiệp tại Diễn đàn liên kết phát triển du lịch miền Trung. VH-TT&DL Nguyễn Văn Hùng nói tại diễn đàn. VH-TT&DL Nguyễn Văn Hùng cho rằng tiềm năng du lịch các tỉnh miền Trung đã có sẵn, lượng khách tham quan hằng năm luôn tăng nhưng dịch bệnh vừa qua đã cho thấy cần một cách làm căn cơ, bền vững hơn trong sự phát triển. Theo ông Hùng, bối cảnh lúc này ngành du lịch không thể làm gì hơn nếu không ""nắm tay nhau cùng đi"". TP.HCM và Hà Nội là hai đầu tàu, đầu mối chi phối toàn bộ ngành du lịch cả nước.",Du lịch
"InterContinental Phu Quoc bắt nhịp xu hướng du lịch 2021: xê dịch thông thái Không còn hoang mang về câu hỏi khi nào đại dịch kết thúc, nhiều người đã chọn quay lại với nhịp sống thường nhật, chọn đi đến những nơi mình hằng ao ước nhưng theo một cách cẩn trọng, an toàn với tiêu chuẩn cao hơn. Theo khảo sát do Hội đồng Tư vấn du lịch (TAB) thực hiện mới đây, tiêu chí lựa chọn điểm đến của du khách hiện tập trung vào 3 yếu tố chính bao gồm: an toàn (36%), an ninh (32%) và cuối cùng là ưu đãi (gần 20%). Điều này cho thấy một xu hướng khác trong sự lựa chọn điểm đến của du khách trong thời kỳ mới, mở ra nhiều cơ hội cho ngành du lịch trong nước khi xây dựng các sản phẩm dịch vụ theo khuynh hướng ""an toàn là trên hết"". Thế giới ""cửa đóng then cài"" trong mùa COVID, con người bắt đầu học cách sống chậm và chuyển đam mê du lịch vào loại hình nghỉ dưỡng biệt lập, tận hưởng sự thư thái và yên tĩnh cùng nhau. Một trong những điểm nhấn của chương trình ""Clean Promise"" là tăng cường quy trình làm sạch sâu và khử trùng định kỳ khắp nơi trong khu nghỉ dưỡng, giảm thiểu các tiếp xúc vật lý tại quầy tiếp tân như sử dụng hóa đơn điện tử thay cho hóa đơn giấy, đặt thêm các trạm khử trùng tay, quét mã QR để xem và gọi món bằng thiết bị điện tử cá nhân và tăng cường bữa sáng phục vụ tại bàn. Tận hưởng những giây phút thư giãn một cách tự tin và an toàn đang là tiêu chuẩn mới cho ngành dịch vụ hiện nay và trong tương lai. Du lịch an toàn hơn, du lịch trách nhiệm hơn mà vẫn không mất đi những niềm vui xê dịch thuần tuý chính là điều mà InterContinental Phu Quoc nói riêng và ngành du lịch Việt Nam nói chung đang nỗ lực thực hiện từng ngày. Và hãy nhớ rằng, đảo Ngọc với biển xanh thanh vắng và cát trắng nắng vàng vẫn luôn chào đón, hứa hẹn những chuyến đi tuyệt vời nhất.",Du lịch
"Tour Phú Quốc 3 ngày 2 đêm từ TP.HCM ưu đãi chỉ còn từ 3.290.000 đồng Tour Phú Quốc 3 ngày 2 đêm từ TP.HCM giá rẻ, trọn gói bay Vietjet Air, miễn phí 20kg hành lý ký gửi tiết kiệm chi phí. Cơ hội trải nghiệm câu cá lặn ngắm san hô và tham quan các điểm đến nổi bật tại Đảo Ngọc. Hành trình đến với tour Phú Quốc 3 ngày 2 đêm từ TP.HCM luôn có vô vàn những điều đặc biệt đáng mong chờ. Những trải nghiệm chân thực, những phút giây nghỉ dưỡng, vui chơi đúng nghĩa. Hy vọng chuyến đi sẽ là kỷ niệm đẹp nhất cho mỗi du khách!",Du lịch
"Có gì ở giai đoạn 2 dự án Yoko Onsen Quang Hanh? Bên cạnh khu nghỉ dưỡng suối khoáng nóng cao cấp chuẩn Nhật đã đưa vào hoạt động vào tháng 5-2020, giai đoạn 2 của dự án Yoko Onsen Quang Hanh đang được tập đoàn Sun Group triển khai với nhiều hạng mục.",Du lịch
